SeqID;Taxon;Aggr.;Genus;Family;Plant height (m);Tree;Shrub;Tumbleweed;Seed mass (mg);Dusty seeds and spores;Habitat preferences of anemochorous species (other than trees);Origin outside Europe;Weed;Crop, seed mixture, ornamental;Efficient dispersal mode - common;Dispersal distance class (1-6);Efficient dispersal mode - anthropogenic;Dispersal distance class (7)
9110;Phlomis herba-venti;;Phlomis;Lamiaceae;0,46;;;;7,4;;;;;;Local non-specific dispersal;2;;
9111;Phlomis hybrida;;Phlomis;Lamiaceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
9112;Phlomis chimerae;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9113;Phlomis italica;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9114;Phlomis lanata;;Phlomis;Lamiaceae;0,75;;1;;4,6;;;;;;Local non-specific dispersal;2;;
9115;Phlomis leucophracta;;Phlomis;Lamiaceae;;;1;;;;;;;;Local non-specific dispersal;;;
9116;Phlomis linearis;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9117;Phlomis longifolia;;Phlomis;Lamiaceae;;;1;;;;;;;;Local non-specific dispersal;;;
9118;Phlomis lunariifolia;;Phlomis;Lamiaceae;;;1;;;;;;;;Local non-specific dispersal;;;
9119;Phlomis lycia;;Phlomis;Lamiaceae;;;1;;6,0;;;;;;Local non-specific dispersal;;;
9120;Phlomis lychnitis;;Phlomis;Lamiaceae;0,51;;;;8,4;;;;;;Local non-specific dispersal;2;;
9121;Phlomis nissolii;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9122;Phlomis purpurea;;Phlomis;Lamiaceae;>0,3;;1;;4,6;;;;;;Local non-specific dispersal;2;;
9123;Phlomis rigida;;Phlomis;Lamiaceae;;;;;15,0;;;;;;Local non-specific dispersal;;;
9124;Phlomis russeliana;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9125;Phlomis samia;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9126;Phlomis tuberosa;;Phlomis;Lamiaceae;0,92;;;;2,2;;;;;;Local non-specific dispersal;2;;
9127;Phlomis viscosa;;Phlomis;Lamiaceae;;;1;;11,5;;;;;;Local non-specific dispersal;;;
9128;Phlomis x composita;;Phlomis;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9129;Phoenix canariensis;;Phoenix;Arecaceae;10;1;;;1056,0;;;;;;Endozoochory;6;Anthropochory;7
9130;Phoenix dactylifera;;Phoenix;Arecaceae;19;1;;;1333,0;;;neo;;;Endozoochory;6;Anthropochory;7
9131;Phoenix theophrasti;;Phoenix;Arecaceae;16;1;;;;;;;;;Endozoochory;6;;
9132;Pholiurus pannonicus;;Pholiurus;Poaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
9133;Phragmites australis;;Phragmites;Poaceae;2,5;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9134;Phragmites frutescens;;Phragmites;Poaceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9135;Phyla nodiflora;;Phyla;Verbenaceae;0,13;;;;0,4;;;;;;Local non-specific dispersal;1;;
9136;Phyllanthus tenellus;;Phyllanthus;Phyllanthaceae;0,34;;;;;;;;;;Myrmecochory;3;;
9137;Phyllodoce caerulea;;Phyllodoce;Ericaceae;0,27;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
9138;Phyllolepidum rupestre;;Phyllolepidum;Brassicaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
9139;Physalis alkekengi;;Physalis;Solanaceae;0,50;;;;1,6;;;;;1;Local non-specific dispersal;2;Anthropochory;7
9140;Physalis ixocarpa;;Physalis;Solanaceae;0,85;;;;1,6;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9141;Physalis longifolia;;Physalis;Solanaceae;>0,3;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9142;Physalis peruviana;;Physalis;Solanaceae;0,75;;;;0,8;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9143;Physalis philadelphica;;Physalis;Solanaceae;0,45;;;;1,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9144;Physalis pubescens;;Physalis;Solanaceae;0,54;;;;0,9;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9145;Physocarpus opulifolius;;Physocarpus;Rosaceae;2,6;;1;;1,0;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9146;Physoplexis comosa;;Physoplexis;Campanulaceae;0,14;;;;0,1;;;;;;Local non-specific dispersal;1;;
9147;Physospermum cornubiense;;Physospermum;Apiaceae;0,74;;;;7,9;;;;;;Local non-specific dispersal;2;;
9148;Physospermum verticillatum;;Physospermum;Apiaceae;0,72;;;;;;;;;;Local non-specific dispersal;2;;
9149;Phyteuma betonicifolium;;Phyteuma;Campanulaceae;0,33;;;;0,0;;;;;;Local non-specific dispersal;2;;
9150;Phyteuma confusum;;Phyteuma;Campanulaceae;0,08;;;;0,1;;;;;;Local non-specific dispersal;1;;
9151;Phyteuma cordatum;;Phyteuma;Campanulaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
9152;Phyteuma gallicum;;Phyteuma;Campanulaceae;;;;;;;;;;;Local non-specific dispersal;;;
9153;Phyteuma globulariifolium;;Phyteuma;Campanulaceae;0,07;;;;0,1;;;;;;Local non-specific dispersal;1;;
9154;Phyteuma hemisphaericum;;Phyteuma;Campanulaceae;0,14;;;;0,1;;;;;;Local non-specific dispersal;1;;
9155;Phyteuma humile;;Phyteuma;Campanulaceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
9156;Phyteuma charmelii;;Phyteuma;Campanulaceae;0,16;;;;0,1;;;;;;Local non-specific dispersal;1;;
9157;Phyteuma michelii;;Phyteuma;Campanulaceae;0,34;;;;0,1;;;;;;Local non-specific dispersal;2;;
9158;Phyteuma nigrum;;Phyteuma;Campanulaceae;0,26;;;;0,1;;;;;;Local non-specific dispersal;1;;
9159;Phyteuma orbiculare;;Phyteuma;Campanulaceae;0,29;;;;0,2;;;;;;Local non-specific dispersal;1;;
9160;Phyteuma ovatum;;Phyteuma;Campanulaceae;0,47;;;;0,1;;;;;;Local non-specific dispersal;2;;
9161;Phyteuma persicifolium;;Phyteuma;Campanulaceae;0,43;;;;;;;;;;Local non-specific dispersal;2;;
9162;Phyteuma pseudorbiculare;;Phyteuma;Campanulaceae;;;;;;;;;;;Local non-specific dispersal;;;
9163;Phyteuma scorzonerifolium;;Phyteuma;Campanulaceae;0,58;;;;0,0;;;;;;Local non-specific dispersal;2;;
9164;Phyteuma serratum;;Phyteuma;Campanulaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
9165;Phyteuma scheuchzeri;;Phyteuma;Campanulaceae;0,39;;;;0,0;;;;;;Local non-specific dispersal;2;;
9166;Phyteuma sieberi;;Phyteuma;Campanulaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
9167;Phyteuma spicatum;;Phyteuma;Campanulaceae;0,63;;;;0,1;;;;;;Local non-specific dispersal;2;;
9168;Phyteuma tenerum;;Phyteuma;Campanulaceae;>0,3;;;;0,2;;;;;;Local non-specific dispersal;2;;
9169;Phyteuma tetramerum;;Phyteuma;Campanulaceae;0,54;;;;;;;;;;Local non-specific dispersal;2;;
9170;Phyteuma vagneri;;Phyteuma;Campanulaceae;0,41;;;;;;;;;;Local non-specific dispersal;2;;
9171;Phyteuma villarsii;;Phyteuma;Campanulaceae;0,12;;;;;;;;;;Local non-specific dispersal;1;;
9172;Phytolacca acinosa;;Phytolacca;Phytolaccaceae;1,6;;;;6,7;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9173;Phytolacca americana;;Phytolacca;Phytolaccaceae;2,1;;;;6,3;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
9174;Phytolacca pruinosa;;Phytolacca;Phytolaccaceae;;;1;;;;;;;;Endozoochory;6;;
9175;Picea abies;;Picea;Pinaceae;34;1;;;6,6;;;;;1;Anemochory;4;Anthropochory;7
9176;Picea glauca;;Picea;Pinaceae;25;1;;;2,4;;;neo;;;Anemochory;4;Anthropochory;7
9177;Picea obovata;;Picea;Pinaceae;;1;;;4,5;;;;;;Anemochory;4;;
9178;Picea omorika;;Picea;Pinaceae;27;1;;;2,9;;;;;;Anemochory;4;Anthropochory;7
9179;Picea orientalis;;Picea;Pinaceae;38;1;;;5,9;;;;;;Anemochory;4;;
9180;Picea pungens;;Picea;Pinaceae;28;1;;;4,2;;;neo;;;Anemochory;4;Anthropochory;7
9181;Picea sitchensis;;Picea;Pinaceae;52;1;;;2,4;;;neo;;;Anemochory;4;Anthropochory;7
9182;Picnomon acarna;;Picnomon;Asteraceae;0,35;;;;11,3;;Open_habitats;;;;Anemochory;5;;
9183;Picris cyprica;;Picris;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9184;Picris hieracioides;;Picris;Asteraceae;0,57;;;;1,1;;Open_habitats;;;;Anemochory;5;;
9185;Picris hispanica;;Picris;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9186;Picris hispidissima;;Picris;Asteraceae;0,43;;;;;;Open_habitats;;;;Anemochory;5;;
9187;Picris olympica;;Picris;Asteraceae;;;;;;;;;;;Anemochory;;;
9188;Picris pauciflora;;Picris;Asteraceae;0,25;;;;;;Open_habitats;;;;Anemochory;5;;
9189;Picris rhagadioloides;;Picris;Asteraceae;0,29;;;;;;Open_habitats;;;;Anemochory;5;;
9190;Picris scaberrima;;Picris;Asteraceae;0,51;;;;;;Open_habitats;;;;Anemochory;5;;
9191;Picris strigosa;;Picris;Asteraceae;;;;;1,4;;;;;;Anemochory;;;
9192;Pilosella acutifolia;;Pilosella;Asteraceae;0,27;;;;;;Open_habitats;;;;Anemochory;5;;
9193;Pilosella alpicola;;Pilosella;Asteraceae;0,19;;;;;;Open_habitats;;;;Anemochory;5;;
9194;Pilosella anchusoides;;Pilosella;Asteraceae;0,43;;;;;;Open_habitats;;;;Anemochory;5;;
9195;Pilosella argyrocoma;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9196;Pilosella arida;;Pilosella;Asteraceae;0,28;;;;;;Open_habitats;;;;Anemochory;5;;
9197;Pilosella aurantiaca;;Pilosella;Asteraceae;0,27;;;;0,1;;Open_habitats;;;1;Anemochory;5;Anthropochory;7
9198;Pilosella auriculoides;;Pilosella;Asteraceae;0,55;;;;;;Forest;;;;Anemochory;3;;
9199;Pilosella bauhini;;Pilosella;Asteraceae;0,53;;;;;;Open_habitats;;;;Anemochory;5;;
9200;Pilosella bifurca;;Pilosella;Asteraceae;0,25;;;;;;Open_habitats;;;;Anemochory;5;;
9201;Pilosella billyana;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9202;Pilosella breviscapa;;Pilosella;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9203;Pilosella caespitosa;;Pilosella;Asteraceae;0,31;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9204;Pilosella calodon;;Pilosella;Asteraceae;0,55;;;;;;Open_habitats;;;;Anemochory;5;;
9205;Pilosella castellana;;Pilosella;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9206;Pilosella corymbuloides;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9207;Pilosella cymosa;;Pilosella;Asteraceae;0,49;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9208;Pilosella densiflora;;Pilosella;Asteraceae;0,56;;;;;;Open_habitats;;;;Anemochory;5;;
9209;Pilosella derubella;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9210;Pilosella dubia;;Pilosella;Asteraceae;0,30;;;;;;;;;;Anemochory;;;
9211;Pilosella echioides;;Pilosella;Asteraceae;0,46;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9212;Pilosella erythrochrista;;Pilosella;Asteraceae;0,45;;;;;;Open_habitats;;;;Anemochory;5;;
9213;Pilosella fallacina;;Pilosella;Asteraceae;0,45;;;;;;Open_habitats;;;;Anemochory;5;;
9214;Pilosella faurei;;Pilosella;Asteraceae;0,28;;;;;;Open_habitats;;;;Anemochory;5;;
9215;Pilosella flagellaris;;Pilosella;Asteraceae;0,21;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9216;Pilosella floribunda;;Pilosella;Asteraceae;0,33;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9217;Pilosella fuscoatra;;Pilosella;Asteraceae;0,55;;;;;;Open_habitats;;;;Anemochory;5;;
9218;Pilosella galiciana;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9219;Pilosella glacialis;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9220;Pilosella glomerata;;Pilosella;Asteraceae;0,55;;;;;;Open_habitats;;;;Anemochory;5;;
9221;Pilosella guthnikiana;;Pilosella;Asteraceae;0,55;;;;;;Open_habitats;;;;Anemochory;5;;
9222;Pilosella guthnikiana coll.;;Pilosella;Asteraceae;0,55;;;;;;Open_habitats;;;;Anemochory;5;;
9223;Pilosella hoppeana;;Pilosella;Asteraceae;0,20;;;;;;Open_habitats;;;;Anemochory;5;;
9224;Pilosella hybrida;;Pilosella;Asteraceae;0,65;;;;;;Open_habitats;;;;Anemochory;5;;
9225;Pilosella hypeurya;;Pilosella;Asteraceae;0,21;;;;;;Open_habitats;;;;Anemochory;5;;
9226;Pilosella hypoleuca;;Pilosella;Asteraceae;0,28;;;;;;Open_habitats;;;;Anemochory;5;;
9227;Pilosella inops;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9228;Pilosella iserana;;Pilosella;Asteraceae;0,35;;;;;;Open_habitats;;;;Anemochory;5;;
9229;Pilosella kalksburgensis;;Pilosella;Asteraceae;0,24;;;;;;Open_habitats;;;;Anemochory;5;;
9230;Pilosella koernickeana;;Pilosella;Asteraceae;0,38;;;;;;Open_habitats;;;;Anemochory;5;;
9231;Pilosella kralikii;;Pilosella;Asteraceae;0,13;;;;;;Open_habitats;;;;Anemochory;5;;
9232;Pilosella lactucella;;Pilosella;Asteraceae;0,17;;;;0,1;;Open_habitats;;;;Anemochory;5;;
9233;Pilosella leptophyton;;Pilosella;Asteraceae;0,43;;;;;;Open_habitats;;;;Anemochory;5;;
9234;Pilosella levieri;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9235;Pilosella longisquama;;Pilosella;Asteraceae;0,23;;;;;;Open_habitats;;;;Anemochory;5;;
9236;Pilosella macranthela;;Pilosella;Asteraceae;0,43;;;;;;Open_habitats;;;;Anemochory;5;;
9237;Pilosella macrostolona;;Pilosella;Asteraceae;0,20;;;;;;Open_habitats;;;;Anemochory;5;;
9238;Pilosella macrotricha;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9239;Pilosella maschukensis;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9240;Pilosella melinomelas;;Pilosella;Asteraceae;0,25;;;;;;;;;;Anemochory;;;
9241;Pilosella officinarum;;Pilosella;Asteraceae;0,16;;;;0,2;;Open_habitats;;;;Anemochory;5;;
9242;Pilosella onegensis;;Pilosella;Asteraceae;0,50;;;;;;Open_habitats;;;;Anemochory;5;;
9243;Pilosella pavichii;;Pilosella;Asteraceae;0,50;;;;;;Open_habitats;;;;Anemochory;5;;
9244;Pilosella peleteriana;;Pilosella;Asteraceae;0,16;;;;0,2;;Open_habitats;;;;Anemochory;5;;
9245;Pilosella petraea;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9246;Pilosella piloselliflora;;Pilosella;Asteraceae;0,25;;;;;;Open_habitats;;;;Anemochory;5;;
9247;Pilosella pilosellina;;Pilosella;Asteraceae;0,28;;;;;;Open_habitats;;;;Anemochory;5;;
9248;Pilosella piloselloides;;Pilosella;Asteraceae;0,40;;;;0,2;;Open_habitats;;;;Anemochory;5;;
9249;Pilosella pintodasilvae;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9250;Pilosella procera;;Pilosella;Asteraceae;0,58;;;;;;Open_habitats;;;;Anemochory;5;;
9251;Pilosella pseudopilosella;;Pilosella;Asteraceae;0,13;;;;;;Open_habitats;;;;Anemochory;5;;
9252;Pilosella pseudovahlii;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9253;Pilosella rothiana;;Pilosella;Asteraceae;0,53;;;;;;Open_habitats;;;;Anemochory;5;;
9254;Pilosella saussureoides;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9255;Pilosella schultesii;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9256;Pilosella soleiroliana;;Pilosella;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9257;Pilosella sphaerocephala;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9258;Pilosella stoloniflora;;Pilosella;Asteraceae;0,25;;;;;;Open_habitats;;;;Anemochory;5;;
9259;Pilosella subtardans;;Pilosella;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
9260;Pilosella sulphurea;;Pilosella;Asteraceae;0,44;;;;;;Open_habitats;;;;Anemochory;5;;
9261;Pilosella tephrocephala;;Pilosella;Asteraceae;;;;;;;;;;;Anemochory;;;
9262;Pilosella vahlii;;Pilosella;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
9263;Pilosella visianii;;Pilosella;Asteraceae;0,41;;;;;;Open_habitats;;;;Anemochory;5;;
9264;Pilosella ziziana;;Pilosella;Asteraceae;0,56;;;;;;Open_habitats;;;;Anemochory;5;;
9265;Pilularia globulifera;;Pilularia;Marsileaceae;0,07;;;;;1;;;;;Hydrochory;;;
9266;Pilularia minuta;;Pilularia;Marsileaceae;0,03;;;;;1;;;;;Hydrochory;;;
9267;Pimpinella alpina;;Pimpinella;Apiaceae;0,24;;;;2,4;;;;;;Local non-specific dispersal;1;;
9268;Pimpinella anisoides;;Pimpinella;Apiaceae;0,67;;;;;;;;;;Local non-specific dispersal;2;;
9269;Pimpinella anisum;;Pimpinella;Apiaceae;0,45;;;;3,0;;;;;1;Local non-specific dispersal;2;Anthropochory;7
9270;Pimpinella cretica;;Pimpinella;Apiaceae;0,45;;;;0,3;;;;;;Local non-specific dispersal;2;;
9271;Pimpinella cumbrae;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9272;Pimpinella dendrotragium;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9273;Pimpinella espanensis;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9274;Pimpinella ibradiensis;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9275;Pimpinella isaurica;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9276;Pimpinella kotschyana;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9277;Pimpinella lazica;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9278;Pimpinella major;;Pimpinella;Apiaceae;0,79;;;;2,1;;;;;;Local non-specific dispersal;2;;
9279;Pimpinella nigra;;Pimpinella;Apiaceae;0,43;;;;;;;;;;Local non-specific dispersal;2;;
9280;Pimpinella peregrina;;Pimpinella;Apiaceae;0,74;;;;0,5;;;;;;Local non-specific dispersal;2;;
9281;Pimpinella procumbens;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9282;Pimpinella rhodantha;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9283;Pimpinella saxifraga;;Pimpinella;Apiaceae;0,42;;;;1,2;;;;;;Local non-specific dispersal;2;;
9284;Pimpinella serbica;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9285;Pimpinella siifolia;;Pimpinella;Apiaceae;>0,3;;;;1,2;;;;;;Local non-specific dispersal;2;;
9286;Pimpinella thellungiana;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9287;Pimpinella tragium;;Pimpinella;Apiaceae;0,47;;;;2,3;;;;;;Local non-specific dispersal;2;;
9288;Pimpinella tripartita;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9289;Pimpinella villosa;;Pimpinella;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
9290;Pinguicula alpina;;Pinguicula;Lentibulariaceae;0,08;;;;7,4;;;;;;Local non-specific dispersal;1;;
9291;Pinguicula balcanica;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9292;Pinguicula bohemica;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9293;Pinguicula corsica;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9294;Pinguicula dertosensis;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9295;Pinguicula fiorii;;Pinguicula;Lentibulariaceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
9296;Pinguicula grandiflora;;Pinguicula;Lentibulariaceae;0,09;;;;0,0;;;;;;Local non-specific dispersal;1;;
9297;Pinguicula hirtiflora;;Pinguicula;Lentibulariaceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
9298;Pinguicula leptoceras;;Pinguicula;Lentibulariaceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
9299;Pinguicula longifolia;;Pinguicula;Lentibulariaceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
9300;Pinguicula lusitanica;;Pinguicula;Lentibulariaceae;0,06;;;;0,0;;;;;;Local non-specific dispersal;1;;
9301;Pinguicula nevadensis;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9302;Pinguicula poldinii;;Pinguicula;Lentibulariaceae;0,06;;;;;;;;;;Local non-specific dispersal;1;;
9303;Pinguicula villosa;;Pinguicula;Lentibulariaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
9304;Pinguicula vulgaris;;Pinguicula;Lentibulariaceae;0,18;;;;1,3;;;;;;Local non-specific dispersal;1;;
9305;Pinus banksiana;;Pinus;Pinaceae;14;1;;;3,5;;;neo;;;Anemochory;4;Anthropochory;7
9306;Pinus brutia;;Pinus;Pinaceae;21;1;;;44,1;;;;;;Anemochory;4;;
9307;Pinus canariensis;;Pinus;Pinaceae;16;1;;;107,5;;;;;;Anemochory;4;Anthropochory;7
9308;Pinus cembra;;Pinus;Pinaceae;21;1;;;209,2;;;;;1;Anemochory;4;Anthropochory;7
9309;Pinus contorta;;Pinus;Pinaceae;25;1;;;4,0;;;neo;;;Anemochory;4;Anthropochory;7
9310;Pinus halepensis;;Pinus;Pinaceae;14;1;;;21,0;;;;;1;Anemochory;4;Anthropochory;7
9311;Pinus heldreichii;;Pinus;Pinaceae;20;1;;;22,5;;;;;;Anemochory;4;;
9312;Pinus mugo;;Pinus;Pinaceae;6;;1;;6,1;;Open_habitats;;;;Anemochory;4;;
9313;Pinus mugo subsp. mugo;;Pinus;Pinaceae;5,0;;1;;7,6;;Open_habitats;;;;Anemochory;4;Anthropochory;7
9314;Pinus mugo subsp. rotundata;;Pinus;Pinaceae;;1;;;7,8;;;;;;Anemochory;4;;
9315;Pinus nigra;;Pinus;Pinaceae;31;1;;;20,2;;;;;1;Anemochory;4;Anthropochory;7
9316;Pinus peuce;;Pinus;Pinaceae;30;1;;;44,6;;;;;;Anemochory;4;;
9317;Pinus pinaster;;Pinus;Pinaceae;24;1;;;59,1;;;;;1;Anemochory;4;Anthropochory;7
9318;Pinus pinea;;Pinus;Pinaceae;18;1;;;718,0;;;;;;Anemochory;4;Anthropochory;7
9319;Pinus radiata;;Pinus;Pinaceae;27;1;;;31,0;;;neo;;;Anemochory;4;Anthropochory;7
9320;Pinus rigida;;Pinus;Pinaceae;20;1;;;7,4;;;neo;;;Anemochory;4;Anthropochory;7
9321;Pinus sibirica;;Pinus;Pinaceae;;1;;;250,0;;;;;;Anemochory;4;;
9322;Pinus strobus;;Pinus;Pinaceae;33;1;;;17,5;;;neo;;;Anemochory;4;Anthropochory;7
9323;Pinus sylvestris;;Pinus;Pinaceae;30;1;;;6,6;;;;;1;Anemochory;4;Anthropochory;7
9324;Pinus uncinata;;Pinus;Pinaceae;19;1;;;12,0;;;;;;Anemochory;4;;
9325;Pinus x celakovskiorum;;Pinus;Pinaceae;;1;;;;;;;;;Anemochory;4;;
9326;Pinus x rhaetica;;Pinus;Pinaceae;;1;;;;;;;;;Anemochory;4;;
9327;Piptatherum coerulescens;;Piptatherum;Poaceae;0,50;;;;;;;;;;Local non-specific dispersal;2;;
9328;Piptatherum holciforme;;Piptatherum;Poaceae;0,83;;;;;;;;;;Local non-specific dispersal;2;;
9329;Piptatherum laterale;;Piptatherum;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
9330;Piptatherum miliaceum;;Piptatherum;Poaceae;0,87;;;;0,6;;;;;;Local non-specific dispersal;2;;
9331;Piptatherum paradoxum;;Piptatherum;Poaceae;0,75;;;;;;;;;;Local non-specific dispersal;2;;
9332;Piptatherum virescens;;Piptatherum;Poaceae;0,93;;;;3,5;;;;;;Local non-specific dispersal;2;;
9333;Pistacia atlantica;;Pistacia;Anacardiaceae;9;1;;;120,1;;;;;;Endozoochory;6;Anthropochory;7
9334;Pistacia lentiscus;;Pistacia;Anacardiaceae;3,4;;1;;27,0;;;;;;Endozoochory;6;;
9335;Pistacia terebinthus;;Pistacia;Anacardiaceae;4,3;1;1;;41,5;;;;;;Endozoochory;6;;
9336;Pistacia vera;;Pistacia;Anacardiaceae;7;1;1;;1176,5;;;neo;;;Anemochory;4;Anthropochory;7
9337;Pistia stratiotes;;Pistia;Araceae;0,15;;;;;;;neo;;;Hydrochory;;Anthropochory;7
9338;Pisum sativum;;Pisum;Fabaceae;0,89;;;;159,1;;;arch;;;Local non-specific dispersal;2;Anthropochory;7
9339;Pittosporum tobira;;Pittosporum;Pittosporaceae;3,5;1;1;;37,0;;;neo;;;Endozoochory;6;Anthropochory;7
9340;Pittosporum undulatum;;Pittosporum;Pittosporaceae;8;1;1;;9,8;;;neo;;;Endozoochory;6;Anthropochory;7
9341;Plagius flosculosus;;Plagius;Asteraceae;0,83;;;;0,1;;;;;;Local non-specific dispersal;2;;
9342;Plagius maghrebinus;;Plagius;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
9343;Plantago afra;;Plantago;Plantaginaceae;0,17;;;;1,0;;;;;;Local non-specific dispersal;1;;
9344;Plantago albicans;;Plantago;Plantaginaceae;0,30;;;;1,0;;;;;;Local non-specific dispersal;1;;
9345;Plantago alpina;;Plantago;Plantaginaceae;0,08;;;;0,6;;;;;;Local non-specific dispersal;1;;
9346;Plantago altissima;;Plantago;Plantaginaceae;0,67;;;;2,3;;;;;;Local non-specific dispersal;2;;
9347;Plantago amplexicaulis;;Plantago;Plantaginaceae;0,17;;;;4,0;;;;;;Local non-specific dispersal;1;;
9348;Plantago arborescens;;Plantago;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
9349;Plantago arenaria;;Plantago;Plantaginaceae;0,24;;;;1,1;;;;;;Local non-specific dispersal;1;;
9350;Plantago argentea;;Plantago;Plantaginaceae;0,35;;;;2,2;;;;;;Local non-specific dispersal;2;;
9351;Plantago asphodeloides;;Plantago;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
9352;Plantago atrata;;Plantago;Plantaginaceae;0,16;;;;3,0;;;;;;Local non-specific dispersal;1;;
