SeqID;Taxon;Aggr.;Genus;Family;Plant height (m);Tree;Shrub;Tumbleweed;Seed mass (mg);Dusty seeds and spores;Habitat preferences of anemochorous species (other than trees);Origin outside Europe;Weed;Crop, seed mixture, ornamental;Efficient dispersal mode - common;Dispersal distance class (1-6);Efficient dispersal mode - anthropogenic;Dispersal distance class (7)
619;Allium subvillosum;;Allium;Amaryllidaceae;0,21;;;;;;;;;;Local non-specific dispersal;1;;
620;Allium tardans;;Allium;Amaryllidaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
621;Allium tauricola;;Allium;Amaryllidaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
622;Allium telmatum;;Allium;Amaryllidaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
623;Allium tenuiflorum;;Allium;Amaryllidaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
624;Allium trifoliatum;;Allium;Amaryllidaceae;0,25;;;;1,4;;;;;;Local non-specific dispersal;1;;
625;Allium triquetrum;;Allium;Amaryllidaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
626;Allium tulipifolium;;Allium;Amaryllidaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
627;Allium turkestanicum;;Allium;Amaryllidaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
628;Allium ursinum;;Allium;Amaryllidaceae;0,31;;;;6,0;;;;;1;Myrmecochory;3;Anthropochory;7
629;Allium victorialis;;Allium;Amaryllidaceae;0,48;;;;6,4;;;;;;Myrmecochory;3;;
630;Allium vineale;;Allium;Amaryllidaceae;0,51;;;;5,2;;;;1;;Myrmecochory;3;;
631;Allosorus acrosticus;;Allosorus;Pteridaceae;0,16;;;;;1;Open_habitats;;;;Anemochory;5;;
632;Allosorus fragilis;;Allosorus;Pteridaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
633;Allosorus guanchicus;;Allosorus;Pteridaceae;0,15;;;;;1;Open_habitats;;;;Anemochory;5;;
634;Allosorus hispanicus;;Allosorus;Pteridaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
635;Allosorus persicus;;Allosorus;Pteridaceae;0,13;;;;;1;Open_habitats;;;;Anemochory;5;;
636;Allosorus pteridioides;;Allosorus;Pteridaceae;0,12;;;;;1;Open_habitats;;;;Anemochory;5;;
637;Allosorus tinaei;;Allosorus;Pteridaceae;0,14;;;;;1;Open_habitats;;;;Anemochory;5;;
638;Alnus cordata;;Alnus;Betulaceae;16;1;;;3,5;;;;;;Dyszoochory;6;;
639;Alnus glutinosa;;Alnus;Betulaceae;20;1;;;2,2;;;;;;Dyszoochory;6;;
640;Alnus incana;;Alnus;Betulaceae;15;1;;;0,7;;;;;;Dyszoochory;6;;
641;Alnus japonica;;Alnus;Betulaceae;30;1;;;0,8;;;neo;;;Anemochory;4;Anthropochory;7
642;Alnus orientalis;;Alnus;Betulaceae;;1;;;3,0;;;;;;Dyszoochory;6;;
643;Alnus viridis;;Alnus;Betulaceae;2,5;;1;;4,7;;;;;;Dyszoochory;6;;
644;Alnus x pubescens;;Alnus;Betulaceae;;1;;;;;;;;;Dyszoochory;6;;
645;Aloe arborescens;;Aloe;Asphodelaceae;3,0;;1;;1,8;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
646;Aloe maculata;;Aloe;Asphodelaceae;>0,3;;;;1,6;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
647;Aloiampelos ciliaris;;Aloiampelos;Asphodelaceae;>0,3;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
648;Alopecurus aequalis;;Alopecurus;Poaceae;0,25;;;;0,2;;;;;;Local non-specific dispersal;1;;
649;Alopecurus arundinaceus;;Alopecurus;Poaceae;1,0;;;;0,5;;;;;;Local non-specific dispersal;1;;
650;Alopecurus aucheri;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
651;Alopecurus brachystachyus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
652;Alopecurus bulbosus;;Alopecurus;Poaceae;0,36;;;;0,5;;;;;;Local non-specific dispersal;2;;
653;Alopecurus creticus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
654;Alopecurus dasyanthus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
655;Alopecurus geniculatus;;Alopecurus;Poaceae;0,31;;;;0,3;;;;;;Local non-specific dispersal;2;;
656;Alopecurus gerardi;;Alopecurus;Poaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
657;Alopecurus glacialis;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
658;Alopecurus lanatus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
659;Alopecurus magellanicus;;Alopecurus;Poaceae;;;;;0,6;;;;;;Local non-specific dispersal;;;
660;Alopecurus myosuroides;;Alopecurus;Poaceae;0,38;;;;2,1;;;;1;;Local non-specific dispersal;2;Anthropochory;7
661;Alopecurus ponticus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
662;Alopecurus pratensis;;Alopecurus;Poaceae;0,61;;;;0,8;;;;;1;Local non-specific dispersal;2;Anthropochory;7
663;Alopecurus rendlei;;Alopecurus;Poaceae;0,33;;;;2,7;;;;1;;Local non-specific dispersal;2;Anthropochory;7
664;Alopecurus riloensis;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
665;Alopecurus setarioides;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
666;Alopecurus textilis;;Alopecurus;Poaceae;0,10;;;;1,7;;;;;;Local non-specific dispersal;1;;
667;Alopecurus utriculatus;;Alopecurus;Poaceae;0,38;;;;1,4;;;;;;Local non-specific dispersal;2;;
668;Alopecurus vaginatus;;Alopecurus;Poaceae;0,33;;;;0,3;;;;;;Local non-specific dispersal;2;;
669;Alopecurus x brachystylus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
670;Alopecurus x haussknechtianus;;Alopecurus;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
671;Alternanthera caracasana;;Alternanthera;Amaranthaceae;>0,3;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
672;Alternanthera philoxeroides;;Alternanthera;Amaranthaceae;0,60;;;;;;;neo;;;Hydrochory;;Anthropochory;7
673;Alternanthera pungens;;Alternanthera;Amaranthaceae;0,20;;;;0,3;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
674;Althaea cannabina;;Althaea;Malvaceae;1,0;;;;3,9;;;;;;Local non-specific dispersal;2;;
675;Althaea hirsuta;;Althaea;Malvaceae;0,24;;;;2,9;;;;;;Local non-specific dispersal;1;;
676;Althaea officinalis;;Althaea;Malvaceae;1,0;;;;4,9;;;;;1;Local non-specific dispersal;2;Anthropochory;7
677;Althenia filiformis;;Althenia;Potamogetonaceae;0,28;;;;;;;;;;Hydrochory;;;
678;Alyssoides utriculata;;Alyssoides;Brassicaceae;0,33;;;;5,6;;;;;;Local non-specific dispersal;2;;
679;Alyssum aizoides;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
680;Alyssum alyssoides;;Alyssum;Brassicaceae;0,14;;;;0,6;;;;;;Local non-specific dispersal;1;;
681;Alyssum argyrophyllum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
682;Alyssum armenum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
683;Alyssum aurantiacum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
684;Alyssum austrodalmaticum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
685;Alyssum bosniacum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
686;Alyssum calycocarpum;;Alyssum;Brassicaceae;0,38;;;;;;;;;;Local non-specific dispersal;2;;
687;Alyssum contemptum;;Alyssum;Brassicaceae;<0,3;;;;0,9;;;;;;Local non-specific dispersal;1;;
688;Alyssum cuneifolium;;Alyssum;Brassicaceae;0,09;;;;;;;;;;Local non-specific dispersal;1;;
689;Alyssum dasycarpum;;Alyssum;Brassicaceae;<0,3;;;;0,4;;;;;;Local non-specific dispersal;1;;
690;Alyssum densistellatum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
691;Alyssum diffusum;;Alyssum;Brassicaceae;0,09;;;;;;;;;;Local non-specific dispersal;1;;
692;Alyssum doerfleri;;Alyssum;Brassicaceae;0,08;;;;;;;;;;Local non-specific dispersal;1;;
693;Alyssum erosulum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
694;Alyssum fastigiatum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
695;Alyssum flexicaule;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
696;Alyssum foliosum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
697;Alyssum fulvescens;;Alyssum;Brassicaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
698;Alyssum gmelinii;Alyssum montanum aggr.;Alyssum;Brassicaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
699;Alyssum granatense;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
700;Alyssum handelii;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
701;Alyssum hirsutum;;Alyssum;Brassicaceae;0,16;;;;1,4;;;;;;Local non-specific dispersal;1;;
702;Alyssum idaeum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
703;Alyssum kotovii;;Alyssum;Brassicaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
704;Alyssum lassiticum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
705;Alyssum lenense;;Alyssum;Brassicaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
706;Alyssum lepidotum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
707;Alyssum loiseleurii;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
708;Alyssum lycaonicum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
709;Alyssum macropodum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
710;Alyssum minutum;;Alyssum;Brassicaceae;0,09;;;;1,0;;;;;;Local non-specific dispersal;1;;
711;Alyssum montanum;Alyssum montanum aggr.;Alyssum;Brassicaceae;0,12;;;;0,7;;;;;;Local non-specific dispersal;1;;
712;Alyssum montanum aggr.;Alyssum montanum aggr.;Alyssum;Brassicaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
713;Alyssum mouradicum;;Alyssum;Brassicaceae;<0,3;;;;2,8;;;;;;Local non-specific dispersal;1;;
714;Alyssum paphlagonicum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
715;Alyssum pirinicum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
716;Alyssum praecox;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
717;Alyssum pulvinare;;Alyssum;Brassicaceae;0,11;;;;;;;;;;Local non-specific dispersal;1;;
718;Alyssum repens;;Alyssum;Brassicaceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
719;Alyssum rostratum;;Alyssum;Brassicaceae;0,35;;;;;;;;;;Local non-specific dispersal;2;;
720;Alyssum scardicum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
721;Alyssum siculum;;Alyssum;Brassicaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
722;Alyssum simplex;;Alyssum;Brassicaceae;0,17;;;;0,8;;;;;;Local non-specific dispersal;1;;
723;Alyssum smyrnaeum;;Alyssum;Brassicaceae;0,08;;;;;;;;;;Local non-specific dispersal;1;;
724;Alyssum sphacioticum;;Alyssum;Brassicaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
725;Alyssum stribrnyi;;Alyssum;Brassicaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
726;Alyssum strictum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
727;Alyssum strigosum;;Alyssum;Brassicaceae;0,11;;;;;;;;;;Local non-specific dispersal;1;;
728;Alyssum szovitsianum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
729;Alyssum taygeteum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
730;Alyssum thymops;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
731;Alyssum trichostachyum;;Alyssum;Brassicaceae;0,35;;;;1,6;;;;;;Local non-specific dispersal;2;;
732;Alyssum turkestanicum;;Alyssum;Brassicaceae;0,11;;;;0,5;;;;;;Local non-specific dispersal;1;;
733;Alyssum umbellatum;;Alyssum;Brassicaceae;0,08;;;;;;;;;;Local non-specific dispersal;1;;
734;Alyssum wulfenianum;;Alyssum;Brassicaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
735;Alyssum xanthocarpum;;Alyssum;Brassicaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
736;Amaranthus albus;;Amaranthus;Amaranthaceae;0,37;;;;0,3;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
737;Amaranthus blitoides;;Amaranthus;Amaranthaceae;0,48;;;;1,1;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
738;Amaranthus blitum;;Amaranthus;Amaranthaceae;0,50;;;;0,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
739;Amaranthus bouchonii;;Amaranthus;Amaranthaceae;0,57;;;;0,4;;;neo;;;Local non-specific dispersal;2;;
740;Amaranthus caudatus;;Amaranthus;Amaranthaceae;0,86;;;;0,7;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
741;Amaranthus crispus;;Amaranthus;Amaranthaceae;0,36;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
742;Amaranthus cruentus;;Amaranthus;Amaranthaceae;0,68;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
743;Amaranthus deflexus;;Amaranthus;Amaranthaceae;0,47;;;;0,4;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
744;Amaranthus emarginatus;;Amaranthus;Amaranthaceae;0,28;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
745;Amaranthus graecizans;;Amaranthus;Amaranthaceae;0,47;;;;0,7;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
746;Amaranthus hybridus;;Amaranthus;Amaranthaceae;0,94;;;;0,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
747;Amaranthus hypochondriacus;;Amaranthus;Amaranthaceae;0,88;;;;;;;neo;;;Local non-specific dispersal;2;;
748;Amaranthus muricatus;;Amaranthus;Amaranthaceae;0,21;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
749;Amaranthus powellii;;Amaranthus;Amaranthaceae;0,67;;;;0,4;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
750;Amaranthus retroflexus;;Amaranthus;Amaranthaceae;0,75;;;;0,4;;;neo;1;;Local non-specific dispersal;2;Anthropochory;7
751;Amaranthus spinosus;;Amaranthus;Amaranthaceae;0,51;;;;0,2;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
752;Amaranthus standleyanus;;Amaranthus;Amaranthaceae;0,45;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
753;Amaranthus viridis;;Amaranthus;Amaranthaceae;0,43;;;;0,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
754;Ambrosia aptera;;Ambrosia;Asteraceae;0,65;;;;;;Open_habitats;neo;;;Anemochory;5;Anthropochory;7
755;Ambrosia artemisiifolia;;Ambrosia;Asteraceae;0,85;;;;4,2;;Open_habitats;neo;1;;Anemochory;5;Anthropochory;7
756;Ambrosia maritima;;Ambrosia;Asteraceae;0,33;;;;3,6;;Open_habitats;;;;Anemochory;5;;
757;Ambrosia psilostachya;;Ambrosia;Asteraceae;0,54;;;;6,6;;Open_habitats;neo;;;Anemochory;5;Anthropochory;7
758;Ambrosia tenuifolia;;Ambrosia;Asteraceae;0,54;;;;5,3;;Open_habitats;neo;;;Anemochory;5;Anthropochory;7
759;Ambrosia trifida;;Ambrosia;Asteraceae;1,1;;;;14,1;;Open_habitats;neo;;;Anemochory;5;Anthropochory;7
760;Ambrosina bassii;;Ambrosina;Araceae;0,05;;;;;;;;;;Endozoochory;6;;
761;Amelanchier laevis;;Amelanchier;Rosaceae;12;;1;;3,9;;;neo;;;Endozoochory;6;Anthropochory;7
762;Amelanchier lamarckii;;Amelanchier;Rosaceae;9;;1;;3,9;;;neo;;;Endozoochory;6;Anthropochory;7
763;Amelanchier ovalis;;Amelanchier;Rosaceae;2,1;;1;;197,5;;;;;;Endozoochory;6;;
764;Amelanchier parviflora;;Amelanchier;Rosaceae;;;1;;83,3;;;;;;Endozoochory;6;;
765;Amelanchier spicata;;Amelanchier;Rosaceae;4,0;;1;;56,2;;;neo;;;Endozoochory;6;Anthropochory;7
766;Ammannia auriculata;;Ammannia;Lythraceae;0,45;;;;0,0;;;;;;Local non-specific dispersal;2;;
767;Ammannia baccifera;;Ammannia;Lythraceae;0,54;;;;0,0;;;;;;Local non-specific dispersal;2;;
768;Ammannia robusta;;Ammannia;Lythraceae;0,55;;;;0,0;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
769;Ammannia verticillata;;Ammannia;Lythraceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
770;Ammi majus;;Ammi;Apiaceae;0,48;;;;0,6;;;;1;;Local non-specific dispersal;2;Anthropochory;7
771;Ammi visnaga;;Ammi;Apiaceae;0,57;;;;0,7;;;;1;;Local non-specific dispersal;2;Anthropochory;7
772;Ammoides pusilla;;Ammoides;Apiaceae;0,11;;;;0,3;;;;;;Local non-specific dispersal;1;;
773;Ammophila arenaria;;Ammophila;Poaceae;0,93;;;;3,2;;;;;;Local non-specific dispersal;2;;
774;Amorpha fruticosa;;Amorpha;Fabaceae;2,5;;1;;7,8;;;neo;;;Endozoochory;6;Anthropochory;7
775;Ampelodesmos mauritanicus;;Ampelodesmos;Poaceae;1,5;;;;3,7;;;;;;Local non-specific dispersal;2;;
776;Amsinckia menziesii;;Amsinckia;Boraginaceae;0,50;;;;1,3;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
777;Anacamptis boryi;;Anacamptis;Orchidaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
778;Anacamptis collina;;Anacamptis;Orchidaceae;0,21;;;;;1;Open_habitats;;;;Anemochory;5;;
779;Anacamptis coriophora;;Anacamptis;Orchidaceae;0,24;;;;;1;Open_habitats;;;;Anemochory;5;;
780;Anacamptis laxiflora;Anacamptis palustris aggr.;Anacamptis;Orchidaceae;0,45;;;;;1;Open_habitats;;;;Anemochory;5;;
781;Anacamptis morio;;Anacamptis;Orchidaceae;0,22;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
782;Anacamptis palustris;Anacamptis palustris aggr.;Anacamptis;Orchidaceae;0,39;;;;;1;Open_habitats;;;;Anemochory;5;;
783;Anacamptis palustris aggr.;Anacamptis palustris aggr.;Anacamptis;Orchidaceae;0,40;;;;;1;Open_habitats;;;;Anemochory;5;;
784;Anacamptis papilionacea;;Anacamptis;Orchidaceae;0,26;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
785;Anacamptis pyramidalis;;Anacamptis;Orchidaceae;0,37;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
786;Anacamptis sancta;;Anacamptis;Orchidaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
787;Anacyclus clavatus;;Anacyclus;Asteraceae;0,30;;;;0,6;;;;;;Local non-specific dispersal;2;;
788;Anacyclus homogamos;;Anacyclus;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
789;Anacyclus radiatus;;Anacyclus;Asteraceae;0,38;;;;1,1;;;;;;Local non-specific dispersal;2;;
790;Anacyclus valentinus;;Anacyclus;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
791;Anagallis arvensis;;Anagallis;Primulaceae;0,18;;;;0,5;;;;1;;Local non-specific dispersal;1;Anthropochory;7
792;Anagallis crassifolia;;Anagallis;Primulaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
793;Anagallis foemina;;Anagallis;Primulaceae;0,15;;;;0,5;;;;1;;Local non-specific dispersal;1;Anthropochory;7
794;Anagallis minima;;Anagallis;Primulaceae;0,05;;;;0,0;;;;1;;Local non-specific dispersal;1;Anthropochory;7
795;Anagallis monelli;;Anagallis;Primulaceae;0,28;;;;0,5;;;;;;Local non-specific dispersal;1;;
796;Anagallis tenella;;Anagallis;Primulaceae;0,08;;;;0,1;;;;;;Local non-specific dispersal;1;;
797;Anagyris foetida;;Anagyris;Fabaceae;3,3;;1;;358,9;;;;;;Local non-specific dispersal;2;;
798;Anaphalis margaritacea;;Anaphalis;Asteraceae;0,50;;;;0,0;;Open_habitats;neo;;;Anemochory;5;Anthropochory;7
799;Anarrhinum bellidifolium;;Anarrhinum;Plantaginaceae;0,47;;;;0,0;;;;;;Local non-specific dispersal;2;;
800;Anarrhinum corsicum;;Anarrhinum;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
801;Anarrhinum duriminium;;Anarrhinum;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
802;Anarrhinum fruticosum;;Anarrhinum;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
803;Anarrhinum laxiflorum;;Anarrhinum;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
804;Anarrhinum longipedicellatum;;Anarrhinum;Plantaginaceae;;;;;;;;;;;Local non-specific dispersal;;;
805;Anarrhinum orientale;;Anarrhinum;Plantaginaceae;;;;;0,3;;;;;;Local non-specific dispersal;;;
806;Andrachne telephioides;;Andrachne;Phyllanthaceae;0,15;;;;;;;;;;Myrmecochory;3;;
807;Andromeda polifolia;;Andromeda;Ericaceae;0,28;;;;0,2;;;;;;Local non-specific dispersal;1;;
808;Andropogon distachyos;;Andropogon;Poaceae;0,60;;;;1,0;;;;;;Local non-specific dispersal;2;;
809;Androsace adfinis;;Androsace;Primulaceae;0,04;;;;;;;;;;Local non-specific dispersal;1;;
810;Androsace albana;;Androsace;Primulaceae;<0,3;;;;1,0;;;;;;Local non-specific dispersal;1;;
811;Androsace alpina;;Androsace;Primulaceae;0,02;;;;;;;;;;Local non-specific dispersal;1;;
812;Androsace cantabrica;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
813;Androsace carnea;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
814;Androsace ciliata;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
815;Androsace cylindrica;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
816;Androsace elongata;;Androsace;Primulaceae;0,05;;;;0,4;;;;;;Local non-specific dispersal;1;;
817;Androsace filiformis;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
818;Androsace halleri;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
819;Androsace hausmannii;;Androsace;Primulaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
820;Androsace hedraeantha;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
821;Androsace helvetica;;Androsace;Primulaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
822;Androsace chaixii;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
823;Androsace chamaejasme;;Androsace;Primulaceae;0,04;;;;0,5;;;;;;Local non-specific dispersal;1;;
824;Androsace lactea;;Androsace;Primulaceae;0,07;;;;1,0;;;;;;Local non-specific dispersal;1;;
825;Androsace laggeri;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
826;Androsace lehmanniana;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
827;Androsace mathildae;;Androsace;Primulaceae;0,02;;;;;;;;;;Local non-specific dispersal;1;;
828;Androsace maxima;;Androsace;Primulaceae;0,08;;;;1,3;;;;1;;Local non-specific dispersal;1;;
829;Androsace obtusifolia;;Androsace;Primulaceae;0,05;;;;0,7;;;;;;Local non-specific dispersal;1;;
830;Androsace pubescens;;Androsace;Primulaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
831;Androsace pyrenaica;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
832;Androsace rioxana;;Androsace;Primulaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
833;Androsace septentrionalis;;Androsace;Primulaceae;0,12;;;;0,2;;;;;;Local non-specific dispersal;1;;
834;Androsace vandellii;;Androsace;Primulaceae;0,03;;;;0,2;;;;;;Local non-specific dispersal;1;;
835;Androsace villosa;;Androsace;Primulaceae;0,04;;;;1,0;;;;;;Local non-specific dispersal;1;;
836;Androsace vitaliana;;Androsace;Primulaceae;0,09;;;;4,8;;;;;;Local non-specific dispersal;1;;
837;Androsace wulfeniana;;Androsace;Primulaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
838;Andryala agardhii;;Andryala;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
839;Andryala arenaria;;Andryala;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
840;Andryala crithmifolia;;Andryala;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
841;Andryala dentata;;Andryala;Asteraceae;0,30;;;;;;Open_habitats;;;;Anemochory;5;;
842;Andryala glandulosa;;Andryala;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
843;Andryala integrifolia;;Andryala;Asteraceae;0,38;;;;0,1;;Open_habitats;;;;Anemochory;5;;
844;Andryala laevitomentosa;;Andryala;Asteraceae;0,18;;;;;;Open_habitats;;;;Anemochory;5;;
845;Andryala laxiflora;;Andryala;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
846;Andryala pinnatifida;;Andryala;Asteraceae;;;;;;;Forest;;;;Anemochory;3;;
847;Andryala ragusina;;Andryala;Asteraceae;0,40;;;;0,2;;Open_habitats;;;;Anemochory;5;;
